"date","nform","inflow","key","value"
2016-06-21,"nh3",0.813,"p4",0.188
2016-07-01,"nh3",1.11,"p4",0.46
2016-07-11,"nh3",0.433,"p4",0.101
2016-07-20,"nh3",2.41,"p4",1.62
2016-08-09,"nh3",1.1,"p4",0.951
2016-08-30,"nh3",7.41,"p4",7.37
2016-08-31,"nh3",3.51,"p4",3.43
2016-09-01,"nh3",2.43,"p4",2.27
2016-09-02,"nh3",0.506,"p4",0.359
2016-09-16,"nh3",1.98,"p4",1.74
2016-09-19,"nh3",2.53,"p4",2.33
2016-09-20,"nh3",2.34,"p4",2.23
2016-09-22,"nh3",4.88,"p4",4.61
2016-09-23,"nh3",4.29,"p4",4.22
2016-09-26,"nh3",0.719,"p4",0.619
2016-09-27,"nh3",2.66,"p4",2.49
2016-09-29,"nh3",0.453,"p4",0.325
2016-09-30,"nh3",0.347,"p4",0.307
2016-10-03,"nh3",0.309,"p4",0.31
2016-10-05,"nh3",0.383,"p4",0.326
2016-10-07,"nh3",0.244,"p4",0.144
2016-10-10,"nh3",0.564,"p4",0.498
2016-10-12,"nh3",0.282,"p4",0.361
2016-10-14,"nh3",0.273,"p4",0.188
2016-10-17,"nh3",0.361,"p4",0.247
2016-10-19,"nh3",0.247,"p4",0.2
2016-10-24,"nh3",0.182,"p4",0.136
2016-10-26,"nh3",0.385,"p4",0.303
2016-10-28,"nh3",0.326,"p4",0.246
2016-10-31,"nh3",0.158,"p4",0.132
2016-11-02,"nh3",0.19,"p4",0.116
2016-11-04,"nh3",0.454,"p4",0.315
2016-11-07,"nh3",0.283,"p4",0.23
2016-11-14,"nh3",0.419,"p4",0.472
2016-11-18,"nh3",0.241,"p4",0.171
2016-11-21,"nh3",0.248,"p4",0.115
2016-11-26,"nh3",0.479,"p4",0.349
2016-11-28,"nh3",0.278,"p4",0.271
2016-12-02,"nh3",0.2,"p4",0.136
2016-12-05,"nh3",0.286,"p4",0.221
2016-12-08,"nh3",0.265,"p4",0.214
2016-12-13,"nh3",0.397,"p4",0.289
2016-12-16,"nh3",0.505,"p4",0.293
2016-12-21,"nh3",0.336,"p4",0.205
2016-12-29,"nh3",0.233,"p4",0.144
2017-01-02,"nh3",0.274,"p4",0.215
2017-01-05,"nh3",0.696,"p4",0.684
2017-01-10,"nh3",0.169,"p4",0.105
2017-01-16,"nh3",0.393,"p4",0.325
2017-01-18,"nh3",0.48,"p4",0.456
2017-01-20,"nh3",0.515,"p4",0.396
2017-01-23,"nh3",0.302,"p4",0.266
2017-01-25,"nh3",0.207,"p4",0.165
2017-02-01,"nh3",0.573,"p4",0.492
2017-02-03,"nh3",0.659,"p4",0.567
2017-02-06,"nh3",0.412,"p4",0.301
2017-02-08,"nh3",0.461,"p4",0.381
2017-02-10,"nh3",0.471,"p4",0.4
2017-02-13,"nh3",0.346,"p4",0.311
2017-02-15,"nh3",0.57,"p4",0.498
2017-02-21,"nh3",0.25,"p4",0.188
2017-02-24,"nh3",0.399,"p4",0.329
2017-02-27,"nh3",0.334,"p4",0.273
2017-03-01,"nh3",0.63,"p4",0.513
2017-03-03,"nh3",0.608,"p4",0.487
2017-03-06,"nh3",0.493,"p4",0.415
2017-03-10,"nh3",0.631,"p4",0.533
2017-03-13,"nh3",0.368,"p4",0.336
2017-03-15,"nh3",0.735,"p4",0.62
2017-03-17,"nh3",0.934,"p4",0.723
2017-03-20,"nh3",0.465,"p4",0.358
2017-03-22,"nh3",0.481,"p4",0.4
2017-03-24,"nh3",0.699,"p4",0.626
2017-03-27,"nh3",0.36,"p4",0.361
2017-03-29,"nh3",0.665,"p4",0.585
2017-03-31,"nh3",0.37,"p4",0.354
2017-04-03,"nh3",0.516,"p4",0.421
2017-04-05,"nh3",0.753,"p4",0.644
2017-04-07,"nh3",0.782,"p4",0.719
2017-04-24,"nh3",0.359,"p4",0.288
2017-04-26,"nh3",0.469,"p4",0.404
2017-04-28,"nh3",0.584,"p4",0.452
2017-05-02,"nh3",0.549,"p4",0.474
2017-05-05,"nh3",0.529,"p4",0.396
2017-05-08,"nh3",0.433,"p4",0.362
2017-05-10,"nh3",0.571,"p4",0.528
2017-05-12,"nh3",0.588,"p4",0.515
2017-05-15,"nh3",0.52,"p4",0.458
2017-05-17,"nh3",0.561,"p4",0.497
2017-05-29,"nh3",0.47,"p4",0.392
2017-05-31,"nh3",0.698,"p4",0.612
2017-06-02,"nh3",0.613,"p4",0.521
2017-06-05,"nh3",0.46,"p4",0.453
2017-06-07,"nh3",0.605,"p4",0.486
2017-06-09,"nh3",0.633,"p4",0.572
2017-06-12,"nh3",0.651,"p4",0.602
2017-06-14,"nh3",0.637,"p4",0.661
2017-06-16,"nh3",0.545,"p4",0.491
2017-06-19,"nh3",0.45,"p4",0.408
2017-06-21,"nh3",0.608,"p4",0.565
2017-06-23,"nh3",0.617,"p4",0.548
2017-06-26,"nh3",0.46,"p4",0.416
2017-06-28,"nh3",0.553,"p4",0.489
2017-06-30,"nh3",0.634,"p4",0.59
2017-07-03,"nh3",0.525,"p4",0.496
2017-07-05,"nh3",0.823,"p4",0.756
2017-07-07,"nh3",0.416,"p4",0.378
2017-07-10,"nh3",0.361,"p4",0.371
2017-07-12,"nh3",0.504,"p4",0.472
2017-07-14,"nh3",0.409,"p4",0.368
2017-07-18,"nh3",0.691,"p4",0.578
2017-07-21,"nh3",0.657,"p4",0.606
2017-07-24,"nh3",0.526,"p4",0.484
2017-07-26,"nh3",0.759,"p4",0.696
2017-07-28,"nh3",0.549,"p4",0.504
2017-07-30,"nh3",0.417,"p4",0.325
2017-08-02,"nh3",0.612,"p4",0.499
2017-08-07,"nh3",0.198,"p4",0.145
2017-08-09,"nh3",0.366,"p4",0.379
2017-08-14,"nh3",0.26,"p4",0.227
2017-08-16,"nh3",0.382,"p4",0.371
2017-08-18,"nh3",0.224,"p4",0.196
2017-08-21,"nh3",0.331,"p4",0.282
2017-08-23,"nh3",0.434,"p4",0.329
2017-08-25,"nh3",0.448,"p4",0.416
2017-08-28,"nh3",0.655,"p4",0.536
2017-08-30,"nh3",0.279,"p4",0.248
2017-09-01,"nh3",0.227,"p4",0.237
2017-09-04,"nh3",0.459,"p4",0.435
2017-09-06,"nh3",0.379,"p4",0.339
2016-04-13,"no2n",0.755,"p4",0.713
2016-04-14,"no2n",1.41,"p4",1.55
2016-04-15,"no2n",2.3,"p4",2.32
2016-04-18,"no2n",0.305,"p4",0.25
2016-04-19,"no2n",0.317,"p4",0.301
2016-04-20,"no2n",0.036,"p4",0.039
2016-04-21,"no2n",0.47,"p4",0.47
2016-04-22,"no2n",1.2,"p4",1.18
2016-04-25,"no2n",0.235,"p4",0.221
2016-04-26,"no2n",0.181,"p4",0.163
2016-04-27,"no2n",0.297,"p4",0.287
2016-04-28,"no2n",0.527,"p4",0.55
2016-04-29,"no2n",0.419,"p4",0.37
2016-05-02,"no2n",0.238,"p4",0.24
2016-05-04,"no2n",0.131,"p4",0.144
2016-05-05,"no2n",0.125,"p4",0.137
2016-05-06,"no2n",0.113,"p4",0.149
2016-05-09,"no2n",0.092,"p4",0.112
2016-05-10,"no2n",0.09,"p4",0.116
2016-05-11,"no2n",0.092,"p4",0.124
2016-05-12,"no2n",0.102,"p4",0.125
2016-05-13,"no2n",0.092,"p4",0.122
2016-05-16,"no2n",0.057,"p4",0.073
2016-05-17,"no2n",0.071,"p4",0.078
2016-05-18,"no2n",0.095,"p4",0.119
2016-05-19,"no2n",0.095,"p4",0.105
2016-05-23,"no2n",0.085,"p4",0.1
2016-05-24,"no2n",0.109,"p4",0.111
2016-05-25,"no2n",0.121,"p4",0.133
2016-05-27,"no2n",0.146,"p4",0.16
2016-05-30,"no2n",0.087,"p4",0.09
2016-05-31,"no2n",0.146,"p4",0.143
2016-06-01,"no2n",0.163,"p4",0.17
2016-06-02,"no2n",0.146,"p4",0.16
2016-06-03,"no2n",0.19,"p4",0.187
2016-06-07,"no2n",0.119,"p4",0.123
2016-06-08,"no2n",0.12,"p4",0.138
2016-06-09,"no2n",0.129,"p4",0.141
2016-06-10,"no2n",0.144,"p4",0.161
2016-06-13,"no2n",0.112,"p4",0.103
2016-06-14,"no2n",0.13,"p4",0.146
2016-06-15,"no2n",0.154,"p4",0.15
2016-06-16,"no2n",0.177,"p4",0.195
2016-06-17,"no2n",0.177,"p4",0.193
2016-06-20,"no2n",0.143,"p4",0.137
2016-06-21,"no2n",0.249,"p4",0.228
2016-07-01,"no2n",0.296,"p4",0.262
2016-07-11,"no2n",0.168,"p4",0.078
2016-07-20,"no2n",0.219,"p4",0.164
2016-08-09,"no2n",0.095,"p4",0.093
2016-08-30,"no2n",0.047,"p4",0.07
2016-08-31,"no2n",0.09,"p4",0.091
2016-09-01,"no2n",0.087,"p4",0.083
2016-09-02,"no2n",0.077,"p4",0.089
2016-09-16,"no2n",0.144,"p4",0.131
2016-09-19,"no2n",0.106,"p4",0.07
2016-09-20,"no2n",0.168,"p4",0.173
2016-09-22,"no2n",0.146,"p4",0.121
2016-09-23,"no2n",0.141,"p4",0.134
2016-09-26,"no2n",0.104,"p4",0.122
2016-09-27,"no2n",0.137,"p4",0.153
2016-09-29,"no2n",0.172,"p4",0.15
2016-09-30,"no2n",0.181,"p4",0.174
2016-10-03,"no2n",0.149,"p4",0.167
2016-10-05,"no2n",0.204,"p4",0.219
2016-10-07,"no2n",0.212,"p4",0.228
2016-10-10,"no2n",0.204,"p4",0.163
2016-10-12,"no2n",0.228,"p4",0.258
2016-10-14,"no2n",0.177,"p4",0.175
2016-10-17,"no2n",0.136,"p4",0.156
2016-10-19,"no2n",0.143,"p4",0.157
2016-10-24,"no2n",0.118,"p4",0.12
2016-10-26,"no2n",0.223,"p4",0.234
2016-10-28,"no2n",0.175,"p4",0.186
2016-10-31,"no2n",0.082,"p4",0.076
2016-11-02,"no2n",0.063,"p4",0.074
2016-11-04,"no2n",0.181,"p4",0.184
2016-11-07,"no2n",0.067,"p4",0.101
2016-11-14,"no2n",0.073,"p4",0.078
2016-11-18,"no2n",0.076,"p4",0.091
2016-11-21,"no2n",0.058,"p4",0.07
2016-11-26,"no2n",0.115,"p4",0.17
2016-11-28,"no2n",0.065,"p4",0.096
2016-12-02,"no2n",0.06,"p4",0.087
2016-12-05,"no2n",0.061,"p4",0.072
2016-12-08,"no2n",0.064,"p4",0.09
2016-12-13,"no2n",0.109,"p4",0.125
2016-12-16,"no2n",0.139,"p4",0.176
2016-12-21,"no2n",0.061,"p4",0.084
2016-12-29,"no2n",0.05,"p4",0.083
2017-01-02,"no2n",0.059,"p4",0.089
2017-01-05,"no2n",0.085,"p4",0.128
2017-01-10,"no2n",0.066,"p4",0.069
2017-01-16,"no2n",0.105,"p4",0.12
2017-01-18,"no2n",0.149,"p4",0.161
2017-01-20,"no2n",0.13,"p4",0.131
2017-01-23,"no2n",0.064,"p4",0.075
2017-01-25,"no2n",0.075,"p4",0.097
2017-02-01,"no2n",0.158,"p4",0.169
2017-02-03,"no2n",0.188,"p4",0.199
2017-02-06,"no2n",0.112,"p4",0.111
2017-02-08,"no2n",0.125,"p4",0.138
2017-02-10,"no2n",0.087,"p4",0.075
2017-02-13,"no2n",0.086,"p4",0.094
2017-02-15,"no2n",0.149,"p4",0.155
2017-02-21,"no2n",0.075,"p4",0.095
2017-02-24,"no2n",0.106,"p4",0.126
2017-02-27,"no2n",0.117,"p4",0.122
2017-03-01,"no2n",0.156,"p4",0.166
2017-03-03,"no2n",0.155,"p4",0.177
2017-03-06,"no2n",0.09,"p4",0.112
2017-03-10,"no2n",0.175,"p4",0.199
2017-03-13,"no2n",0.09,"p4",0.112
2017-03-15,"no2n",0.129,"p4",0.157
2017-03-17,"no2n",0.188,"p4",0.22
2017-03-20,"no2n",0.054,"p4",0.089
2017-03-22,"no2n",0.106,"p4",0.128
2017-03-24,"no2n",0.189,"p4",0.189
2017-03-27,"no2n",0.067,"p4",0.072
2017-03-29,"no2n",0.144,"p4",0.167
2017-03-31,"no2n",0.065,"p4",0.087
2017-04-03,"no2n",0.087,"p4",0.105
2017-04-05,"no2n",0.193,"p4",0.214
2017-04-07,"no2n",0.204,"p4",0.226
2017-04-24,"no2n",0.073,"p4",0.088
2017-04-26,"no2n",0.081,"p4",0.106
2017-04-28,"no2n",0.113,"p4",0.129
2017-05-02,"no2n",0.122,"p4",0.122
2017-05-05,"no2n",0.119,"p4",0.109
2017-05-08,"no2n",0.082,"p4",0.087
2017-05-10,"no2n",0.119,"p4",0.146
2017-05-12,"no2n",0.117,"p4",0.154
2017-05-15,"no2n",0.08,"p4",0.11
2017-05-17,"no2n",0.113,"p4",0.143
2017-05-29,"no2n",0.106,"p4",0.12
2017-05-31,"no2n",0.132,"p4",0.151
2017-06-02,"no2n",0.122,"p4",0.134
2017-06-05,"no2n",0.107,"p4",0.118
2017-06-07,"no2n",0.137,"p4",0.152
2017-06-09,"no2n",0.149,"p4",0.165
2017-06-12,"no2n",0.118,"p4",0.13
2017-06-14,"no2n",0.129,"p4",0.14
2017-06-16,"no2n",0.098,"p4",0.113
2017-06-19,"no2n",0.091,"p4",0.114
2017-06-21,"no2n",0.131,"p4",0.157
2017-06-23,"no2n",0.147,"p4",0.172
2017-06-26,"no2n",0.139,"p4",0.131
2017-06-28,"no2n",0.124,"p4",0.158
2017-06-30,"no2n",0.137,"p4",0.166
2017-07-03,"no2n",0.109,"p4",0.131
2017-07-05,"no2n",0.182,"p4",0.204
2017-07-07,"no2n",0.143,"p4",0.133
2017-07-10,"no2n",0.113,"p4",0.134
2017-07-12,"no2n",0.185,"p4",0.184
2017-07-14,"no2n",0.161,"p4",0.167
2017-07-18,"no2n",0.183,"p4",0.186
2017-07-21,"no2n",0.199,"p4",0.234
2017-07-24,"no2n",0.144,"p4",0.161
2017-07-26,"no2n",0.223,"p4",0.277
2017-07-28,"no2n",0.162,"p4",0.182
2017-07-30,"no2n",0.116,"p4",0.114
2017-08-02,"no2n",0.185,"p4",0.186
2017-08-07,"no2n",0.076,"p4",0.077
2017-08-09,"no2n",0.092,"p4",0.101
2017-08-14,"no2n",0.067,"p4",0.077
2017-08-16,"no2n",0.075,"p4",0.077
2017-08-18,"no2n",0.077,"p4",0.08
2017-08-21,"no2n",0.063,"p4",0.072
2017-08-23,"no2n",0.076,"p4",0.076
2017-08-25,"no2n",0.076,"p4",0.089
2017-08-28,"no2n",0.103,"p4",0.12
2017-08-30,"no2n",0.062,"p4",0.069
2017-09-01,"no2n",0.067,"p4",0.074
2017-09-04,"no2n",0.075,"p4",0.077
2017-09-06,"no2n",0.081,"p4",0.087
2016-04-13,"no2",2.48,"p4",2.34
2016-04-14,"no2",4.62,"p4",5.09
2016-04-15,"no2",7.57,"p4",7.63
2016-04-18,"no2",1,"p4",0.823
2016-04-19,"no2",1.04,"p4",0.987
2016-04-20,"no2",0.12,"p4",0.128
2016-04-21,"no2",1.54,"p4",1.54
2016-04-22,"no2",3.94,"p4",3.88
2016-04-25,"no2",0.773,"p4",0.725
2016-04-26,"no2",0.594,"p4",0.535
2016-04-27,"no2",0.975,"p4",0.943
2016-04-28,"no2",1.73,"p4",1.81
2016-04-29,"no2",1.38,"p4",1.21
2016-05-02,"no2",0.782,"p4",0.788
2016-05-04,"no2",0.431,"p4",0.474
2016-05-05,"no2",0.409,"p4",0.451
2016-05-06,"no2",0.37,"p4",0.488
2016-05-09,"no2",0.301,"p4",0.369
2016-05-10,"no2",0.297,"p4",0.382
2016-05-11,"no2",0.303,"p4",0.409
2016-05-12,"no2",0.334,"p4",0.412
2016-05-13,"no2",0.302,"p4",0.401
2016-05-16,"no2",0.186,"p4",0.24
2016-05-17,"no2",0.233,"p4",0.249
2016-05-18,"no2",0.313,"p4",0.331
2016-05-19,"no2",0.311,"p4",0.345
2016-05-23,"no2",0.278,"p4",0.328
2016-05-24,"no2",0.359,"p4",0.364
2016-05-25,"no2",0.398,"p4",0.436
2016-05-27,"no2",0.479,"p4",0.525
2016-05-30,"no2",0.287,"p4",0.295
2016-05-31,"no2",0.479,"p4",0.469
2016-06-01,"no2",0.534,"p4",0.559
2016-06-02,"no2",0.48,"p4",0.526
2016-06-03,"no2",0.623,"p4",0.615
2016-06-07,"no2",0.39,"p4",0.403
2016-06-08,"no2",0.395,"p4",0.454
2016-06-09,"no2",0.425,"p4",0.464
2016-06-10,"no2",0.472,"p4",0.53
2016-06-13,"no2",0.39,"p4",0.339
2016-06-14,"no2",0.425,"p4",0.481
2016-06-15,"no2",0.507,"p4",0.499
2016-06-16,"no2",0.58,"p4",0.641
2016-06-17,"no2",0.581,"p4",0.64
2016-06-20,"no2",0.469,"p4",0.449
2016-06-21,"no2",0.819,"p4",0.748
2016-07-01,"no2",0.973,"p4",0.86
2016-07-11,"no2",0.552,"p4",0.257
2016-07-20,"no2",0.719,"p4",0.539
2016-08-09,"no2",0.313,"p4",0.304
2016-08-30,"no2",0.155,"p4",0.229
2016-08-31,"no2",0.295,"p4",0.299
2016-09-01,"no2",0.286,"p4",0.271
2016-09-02,"no2",0.251,"p4",0.291
2016-09-16,"no2",0.472,"p4",0.429
2016-09-19,"no2",0.347,"p4",0.23
2016-09-20,"no2",0.553,"p4",0.568
2016-09-22,"no2",0.479,"p4",0.398
2016-09-23,"no2",0.463,"p4",0.441
2016-09-26,"no2",0.342,"p4",0.401
2016-09-27,"no2",0.45,"p4",0.503
2016-09-29,"no2",0.564,"p4",0.493
2016-09-30,"no2",0.592,"p4",0.572
2016-10-03,"no2",0.488,"p4",0.545
2016-10-05,"no2",0.669,"p4",0.718
2016-10-07,"no2",0.695,"p4",0.748
2016-10-10,"no2",0.668,"p4",0.537
2016-10-12,"no2",0.749,"p4",0.846
2016-10-14,"no2",0.582,"p4",0.574
2016-10-17,"no2",0.447,"p4",0.513
2016-10-19,"no2",0.471,"p4",0.497
2016-10-24,"no2",0.387,"p4",0.395
2016-10-26,"no2",0.732,"p4",0.768
2016-10-28,"no2",0.576,"p4",0.61
2016-10-31,"no2",0.269,"p4",0.25
2016-11-02,"no2",0.206,"p4",0.242
2016-11-04,"no2",0.594,"p4",0.606
2016-11-07,"no2",0.221,"p4",0.331
2016-11-14,"no2",0.241,"p4",0.256
2016-11-18,"no2",0.25,"p4",0.299
2016-11-21,"no2",0.192,"p4",0.23
2016-11-26,"no2",0.377,"p4",0.558
2016-11-28,"no2",0.213,"p4",0.315
2016-12-02,"no2",0.198,"p4",0.286
2016-12-05,"no2",0.201,"p4",0.236
2016-12-08,"no2",0.216,"p4",0.26
2016-12-13,"no2",0.359,"p4",0.411
2016-12-16,"no2",0.457,"p4",0.579
2016-12-21,"no2",0.201,"p4",0.275
2016-12-29,"no2",0.165,"p4",0.273
2017-01-02,"no2",0.195,"p4",0.294
2017-01-05,"no2",0.279,"p4",0.42
2017-01-10,"no2",0.215,"p4",0.225
2017-01-16,"no2",0.345,"p4",0.393
2017-01-18,"no2",0.488,"p4",0.528
2017-01-20,"no2",0.426,"p4",0.431
2017-01-23,"no2",0.212,"p4",0.247
2017-01-25,"no2",0.248,"p4",0.319
2017-02-01,"no2",0.52,"p4",0.554
2017-02-03,"no2",0.618,"p4",0.653
2017-02-06,"no2",0.366,"p4",0.364
2017-02-08,"no2",0.41,"p4",0.454
2017-02-10,"no2",0.285,"p4",0.245
2017-02-13,"no2",0.283,"p4",0.309
2017-02-15,"no2",0.49,"p4",0.509
2017-02-21,"no2",0.247,"p4",0.311
2017-02-24,"no2",0.346,"p4",0.414
2017-02-27,"no2",0.385,"p4",0.399
2017-03-01,"no2",0.511,"p4",0.546
2017-03-03,"no2",0.509,"p4",0.582
2017-03-06,"no2",0.295,"p4",0.368
2017-03-10,"no2",0.573,"p4",0.653
2017-03-13,"no2",0.296,"p4",0.367
2017-03-15,"no2",0.424,"p4",0.514
2017-03-17,"no2",0.616,"p4",0.723
2017-03-20,"no2",0.176,"p4",0.291
2017-03-22,"no2",0.35,"p4",0.422
2017-03-24,"no2",0.62,"p4",0.62
2017-03-27,"no2",0.219,"p4",0.237
2017-03-29,"no2",0.472,"p4",0.549
2017-03-31,"no2",0.213,"p4",0.287
2017-04-03,"no2",0.284,"p4",0.343
2017-04-05,"no2",0.633,"p4",0.702
2017-04-07,"no2",0.67,"p4",0.741
2017-04-24,"no2",0.238,"p4",0.29
2017-04-26,"no2",0.266,"p4",0.347
2017-04-28,"no2",0.372,"p4",0.429
2017-05-02,"no2",0.401,"p4",0.399
2017-05-05,"no2",0.39,"p4",0.359
2017-05-08,"no2",0.27,"p4",0.286
2017-05-10,"no2",0.389,"p4",0.179
2017-05-12,"no2",0.384,"p4",0.504
2017-05-15,"no2",0.262,"p4",0.362
2017-05-17,"no2",0.372,"p4",0.469
2017-05-29,"no2",0.348,"p4",0.395
2017-05-31,"no2",0.432,"p4",0.496
2017-06-02,"no2",0.402,"p4",0.44
2017-06-05,"no2",0.352,"p4",0.387
2017-06-07,"no2",0.451,"p4",0.498
2017-06-09,"no2",0.489,"p4",0.542
2017-06-12,"no2",0.388,"p4",0.427
2017-06-14,"no2",0.423,"p4",0.458
2017-06-16,"no2",0.321,"p4",0.371
2017-06-19,"no2",0.299,"p4",0.376
2017-06-21,"no2",0.43,"p4",0.516
2017-06-23,"no2",0.483,"p4",0.566
2017-06-26,"no2",0.458,"p4",0.429
2017-06-28,"no2",0.408,"p4",0.518
2017-06-30,"no2",0.449,"p4",0.544
2017-07-03,"no2",0.359,"p4",0.432
2017-07-05,"no2",0.596,"p4",0.668
2017-07-07,"no2",0.468,"p4",0.436
2017-07-10,"no2",0.372,"p4",0.44
2017-07-12,"no2",0.608,"p4",0.605
2017-07-14,"no2",0.529,"p4",0.549
2017-07-18,"no2",0.601,"p4",0.61
2017-07-21,"no2",0.655,"p4",0.77
2017-07-24,"no2",0.472,"p4",0.53
2017-07-26,"no2",0.732,"p4",0.909
2017-07-28,"no2",0.531,"p4",0.597
2017-07-30,"no2",0.382,"p4",0.375
2017-08-02,"no2",0.609,"p4",0.611
2017-08-07,"no2",0.251,"p4",0.254
2017-08-09,"no2",0.302,"p4",0.333
2017-08-14,"no2",0.221,"p4",0.251
2017-08-16,"no2",0.246,"p4",0.252
2017-08-18,"no2",0.253,"p4",0.261
2017-08-21,"no2",0.207,"p4",0.237
2017-08-23,"no2",0.251,"p4",0.249
2017-08-25,"no2",0.251,"p4",0.294
2017-08-28,"no2",0.339,"p4",0.393
2017-08-30,"no2",0.203,"p4",0.227
2017-09-01,"no2",0.22,"p4",0.243
2017-09-04,"no2",0.247,"p4",0.252
2017-09-06,"no2",0.266,"p4",0.286
2016-04-13,"no3n",16.6,"p4",14
2016-04-14,"no3n",10,"p4",10
2016-04-15,"no3n",13.5,"p4",14.1
2016-04-18,"no3n",60.9,"p4",70.7
2016-04-19,"no3n",16.4,"p4",15.6
2016-04-22,"no3n",11.9,"p4",12.2
2016-04-25,"no3n",16.4,"p4",13.4
2016-04-26,"no3n",18,"p4",19.2
2016-04-27,"no3n",18,"p4",17.9
2016-04-28,"no3n",27.3,"p4",20.5
2016-04-29,"no3n",29.8,"p4",31.4
2016-05-02,"no3n",28.8,"p4",29.6
2016-05-04,"no3n",8.59,"p4",8.08
2016-05-05,"no3n",7.58,"p4",7.81
2016-05-06,"no3n",11.3,"p4",10.3
2016-05-09,"no3n",16.8,"p4",14.2
2016-05-10,"no3n",15.3,"p4",16.5
2016-05-11,"no3n",16.4,"p4",18
2016-05-12,"no3n",18.3,"p4",18.5
2016-05-13,"no3n",15,"p4",13.3
2016-05-16,"no3n",12.3,"p4",18.9
2016-05-17,"no3n",15.7,"p4",14.5
2016-05-18,"no3n",6.66,"p4",7.61
2016-05-19,"no3n",21.4,"p4",19.8
2016-05-23,"no3n",26.7,"p4",27.4
2016-05-24,"no3n",22.9,"p4",22.9
2016-05-25,"no3n",28.3,"p4",27.7
2016-05-27,"no3n",31,"p4",31.7
2016-05-30,"no3n",40.7,"p4",37.4
2016-05-31,"no3n",22.4,"p4",20.1
2016-06-01,"no3n",39.2,"p4",40.7
2016-06-02,"no3n",23.8,"p4",27.6
2016-06-03,"no3n",21.6,"p4",19.1
2016-06-07,"no3n",21.5,"p4",20.8
2016-06-08,"no3n",22.1,"p4",23.2
2016-06-09,"no3n",22.8,"p4",22.7
2016-06-10,"no3n",23.7,"p4",24.2
2016-06-13,"no3n",28,"p4",32.1
2016-06-14,"no3n",26.1,"p4",29.4
2016-06-15,"no3n",30.2,"p4",29.1
2016-06-16,"no3n",28.1,"p4",31.6
2016-06-17,"no3n",34.6,"p4",31.5
2016-06-20,"no3n",36.2,"p4",40.5
2016-06-21,"no3n",38.5,"p4",40.8
2016-07-01,"no3n",43,"p4",45.3
2016-07-11,"no3n",33.8,"p4",39
2016-07-20,"no3n",43.1,"p4",46.1
2016-08-09,"no3n",36.4,"p4",40
2016-08-30,"no3n",54.9,"p4",59
2016-08-31,"no3n",43.9,"p4",48.2
2016-09-01,"no3n",50.1,"p4",52.9
2016-09-02,"no3n",46.9,"p4",38.6
2016-09-16,"no3n",51.8,"p4",48.9
2016-09-19,"no3n",52.4,"p4",49.3
2016-09-20,"no3n",32.7,"p4",52
2016-09-22,"no3n",59.2,"p4",51.4
2016-09-23,"no3n",53.2,"p4",33.1
2016-09-26,"no3n",59.5,"p4",64.3
2016-09-27,"no3n",61.3,"p4",65
2016-09-29,"no3n",61.1,"p4",53.8
2016-09-30,"no3n",67.3,"p4",73.6
2016-10-03,"no3n",60,"p4",63.5
2016-10-05,"no3n",62.3,"p4",66.1
2016-10-07,"no3n",79,"p4",90.8
2016-10-10,"no3n",90.3,"p4",95.6
2016-10-12,"no3n",110,"p4",109
2016-10-14,"no3n",75.1,"p4",80.9
2016-10-17,"no3n",66.2,"p4",67.1
2016-10-19,"no3n",66.3,"p4",72.7
2016-10-24,"no3n",58.4,"p4",64.7
2016-10-26,"no3n",60.7,"p4",61
2016-10-28,"no3n",63.6,"p4",69.1
2016-10-31,"no3n",56.8,"p4",54.9
2016-11-02,"no3n",54.1,"p4",54.9
2016-11-04,"no3n",57.6,"p4",59.1
2016-11-07,"no3n",69.4,"p4",68.1
2016-11-14,"no3n",78.2,"p4",74.5
2016-11-18,"no3n",79.9,"p4",83.5
2016-11-21,"no3n",76.1,"p4",74.7
2016-11-26,"no3n",54.7,"p4",55.9
2016-11-28,"no3n",50.1,"p4",52.5
2016-12-02,"no3n",29.9,"p4",36
2016-12-05,"no3n",31.3,"p4",28.8
2016-12-08,"no3n",35.7,"p4",32.6
2016-12-13,"no3n",26.2,"p4",26.1
2016-12-16,"no3n",41.4,"p4",39.2
2016-12-21,"no3n",37.3,"p4",48.1
2016-12-29,"no3n",37.5,"p4",37
2017-01-02,"no3n",44.2,"p4",44.5
2017-01-05,"no3n",56.5,"p4",49.8
2017-01-10,"no3n",41.6,"p4",35.8
2017-01-16,"no3n",37.9,"p4",35.6
2017-01-18,"no3n",41.2,"p4",43.1
2017-01-20,"no3n",55.2,"p4",54.4
2017-01-23,"no3n",52.8,"p4",54.1
2017-01-25,"no3n",43.9,"p4",36.1
2017-02-01,"no3n",35.7,"p4",35.8
2017-02-03,"no3n",40.9,"p4",49.6
2017-02-06,"no3n",49.5,"p4",48.4
2017-02-08,"no3n",45.4,"p4",45.7
2017-02-10,"no3n",43,"p4",49.2
2017-02-13,"no3n",45.3,"p4",50.8
2017-02-15,"no3n",49.9,"p4",54.5
2017-02-21,"no3n",43.4,"p4",43
2017-02-24,"no3n",31.7,"p4",38.6
2017-02-27,"no3n",41.9,"p4",40.5
2017-03-01,"no3n",40.2,"p4",39.2
2017-03-03,"no3n",38.8,"p4",54.5
2017-03-06,"no3n",53.2,"p4",55.3
2017-03-10,"no3n",49,"p4",48.2
2017-03-13,"no3n",45.9,"p4",57
2017-03-15,"no3n",49.4,"p4",53.6
