"date","nform","inflow","key","value"
2016-09-23,"no3",236,"p2",173
2016-09-26,"no3",263,"p2",291
2016-09-27,"no3",271,"p2",291
2016-09-29,"no3",270,"p2",267
2016-09-30,"no3",298,"p2",317
2016-10-03,"no3",266,"p2",284
2016-10-05,"no3",281,"p2",292
2016-10-07,"no3",350,"p2",379
2016-10-10,"no3",400,"p2",459
2016-10-12,"no3",486,"p2",430
2016-10-14,"no3",332,"p2",339
2016-10-17,"no3",293,"p2",304
2016-10-19,"no3",294,"p2",321
2016-10-24,"no3",259,"p2",262
2016-10-26,"no3",269,"p2",285
2016-10-28,"no3",282,"p2",327
2016-10-31,"no3",251,"p2",282
2016-11-02,"no3",239,"p2",245
2016-11-04,"no3",255,"p2",243
2016-11-07,"no3",307,"p2",308
2016-11-14,"no3",346,"p2",324
2016-11-18,"no3",354,"p2",372
2016-11-21,"no3",337,"p2",352
2016-11-26,"no3",242,"p2",280
2016-11-28,"no3",222,"p2",212
2016-12-02,"no3",132,"p2",168
2016-12-05,"no3",139,"p2",156
2016-12-08,"no3",150,"p2",176
2016-12-13,"no3",116,"p2",124
2016-12-16,"no3",183,"p2",190
2016-12-21,"no3",165,"p2",208
2016-12-29,"no3",166,"p2",160
2017-01-02,"no3",196,"p2",199
2017-01-05,"no3",250,"p2",228
2017-01-10,"no3",184,"p2",187
2017-01-16,"no3",168,"p2",172
2017-01-18,"no3",182,"p2",177
2017-01-20,"no3",244,"p2",243
2017-01-23,"no3",234,"p2",239
2017-01-25,"no3",194,"p2",176
2017-02-01,"no3",158,"p2",158
2017-02-03,"no3",181,"p2",216
2017-02-06,"no3",219,"p2",215
2017-02-08,"no3",201,"p2",197
2017-02-10,"no3",190,"p2",197
2017-02-13,"no3",201,"p2",210
2017-02-15,"no3",221,"p2",259
2017-02-21,"no3",192,"p2",180
2017-02-24,"no3",140,"p2",159
2017-02-27,"no3",185,"p2",186
2017-03-01,"no3",178,"p2",195
2017-03-03,"no3",172,"p2",211
2017-03-06,"no3",235,"p2",228
2017-03-10,"no3",217,"p2",244
2017-03-13,"no3",203,"p2",218
2017-03-15,"no3",219,"p2",248
2017-03-17,"no3",213,"p2",270
2017-03-20,"no3",213,"p2",245
2017-03-22,"no3",238,"p2",238
2017-03-24,"no3",290,"p2",254
2017-03-27,"no3",251,"p2",304
2017-03-29,"no3",331,"p2",294
2017-03-31,"no3",246,"p2",300
2017-04-03,"no3",246,"p2",286
2017-04-05,"no3",241,"p2",295
2017-04-07,"no3",277,"p2",294
2017-04-24,"no3",172,"p2",178
2017-04-26,"no3",175,"p2",170
2017-04-28,"no3",184,"p2",193
2017-05-02,"no3",201,"p2",180
2017-05-05,"no3",176,"p2",77.1
2017-05-08,"no3",166,"p2",121
2017-05-10,"no3",173,"p2",181
2017-05-12,"no3",190,"p2",190
2017-05-15,"no3",184,"p2",169
2017-05-17,"no3",164,"p2",188
2017-05-29,"no3",169,"p2",164
2017-05-31,"no3",184,"p2",178
2017-06-02,"no3",150,"p2",140
2017-06-05,"no3",245,"p2",179
2017-06-07,"no3",241,"p2",212
2017-06-09,"no3",217,"p2",267
2017-06-12,"no3",230,"p2",225
2017-06-14,"no3",235,"p2",247
2017-06-16,"no3",224,"p2",251
2017-06-19,"no3",246,"p2",257
2017-06-21,"no3",261,"p2",251
2017-06-23,"no3",260,"p2",257
2017-06-26,"no3",271,"p2",281
2017-06-28,"no3",260,"p2",273
2017-06-30,"no3",284,"p2",279
2017-07-03,"no3",303,"p2",330
2017-07-05,"no3",268,"p2",279
2017-07-07,"no3",285,"p2",292
2017-07-10,"no3",249,"p2",255
2017-07-12,"no3",267,"p2",287
2017-07-14,"no3",261,"p2",253
2017-07-18,"no3",275,"p2",269
2017-07-21,"no3",264,"p2",262
2017-07-24,"no3",260,"p2",268
2017-07-26,"no3",276,"p2",320
2017-07-28,"no3",233,"p2",245
2017-07-30,"no3",66.3,"p2",73.7
2017-08-02,"no3",82.5,"p2",84.3
2017-08-07,"no3",61.5,"p2",63.9
2017-08-09,"no3",102,"p2",102
2017-08-14,"no3",49.5,"p2",52.3
2017-08-16,"no3",46.3,"p2",48.3
2017-08-18,"no3",89.7,"p2",91.6
2017-08-21,"no3",53.8,"p2",50.1
2017-08-23,"no3",56.4,"p2",53.1
2017-08-25,"no3",45.6,"p2",49.6
2017-08-28,"no3",82.1,"p2",89.6
2017-08-30,"no3",52.2,"p2",56.6
2017-09-01,"no3",48.2,"p2",30.1
2017-09-04,"no3",109,"p2",113
2017-09-06,"no3",130,"p2",117
2016-04-13,"temp",15.5,"p2",15.4
2016-04-14,"temp",15.3,"p2",14.9
2016-04-15,"temp",15.5,"p2",15.2
2016-04-18,"temp",15,"p2",15.1
2016-04-19,"temp",14.2,"p2",14.3
2016-04-20,"temp",13.8,"p2",13.9
2016-04-21,"temp",13.9,"p2",13.8
2016-04-22,"temp",15,"p2",15
2016-04-25,"temp",15,"p2",15
2016-04-26,"temp",14.1,"p2",14.3
2016-04-27,"temp",14.3,"p2",14.1
2016-04-28,"temp",13.7,"p2",13.8
2016-04-29,"temp",14.4,"p2",14.1
2016-05-02,"temp",14.3,"p2",14.3
2016-05-04,"temp",13.5,"p2",13.8
2016-05-05,"temp",14.2,"p2",14.3
2016-05-06,"temp",15.2,"p2",15.4
2016-05-09,"temp",18.4,"p2",18.6
2016-05-10,"temp",18.6,"p2",18.7
2016-05-11,"temp",19.2,"p2",19.3
2016-05-12,"temp",17.6,"p2",17.7
2016-05-13,"temp",17.2,"p2",17.4
2016-05-16,"temp",16.1,"p2",16.2
2016-05-17,"temp",15.2,"p2",15.2
2016-05-18,"temp",15.2,"p2",15.4
2016-05-19,"temp",15.1,"p2",15.3
2016-05-23,"temp",17.2,"p2",17.3
2016-05-24,"temp",19.4,"p2",19.7
2016-05-25,"temp",18.7,"p2",19.1
2016-05-27,"temp",20,"p2",20.4
2016-05-30,"temp",17.8,"p2",18.2
2016-05-31,"temp",19.6,"p2",19.9
2016-06-01,"temp",19.5,"p2",19.8
2016-06-02,"temp",17.3,"p2",17.6
2016-06-03,"temp",17.5,"p2",17.9
2016-06-07,"temp",18.9,"p2",19.2
2016-06-08,"temp",16.9,"p2",17.1
2016-06-09,"temp",17.3,"p2",17.3
2016-06-10,"temp",16.8,"p2",17
2016-06-13,"temp",16.6,"p2",17
2016-06-14,"temp",16.3,"p2",16.6
2016-06-15,"temp",15.5,"p2",15.8
2016-06-16,"temp",15.7,"p2",16
2016-06-17,"temp",16.5,"p2",16.9
2016-06-20,"temp",17.5,"p2",17.8
2016-06-21,"temp",17.5,"p2",18.3
2016-07-01,"temp",17.7,"p2",18.1
2016-07-11,"temp",20.5,"p2",21.5
2016-07-20,"temp",17.7,"p2",18.2
2016-08-03,"temp",18.8,"p2",19
2016-08-09,"temp",19,"p2",19.2
2016-08-30,"temp",17.4,"p2",17.9
2016-08-31,"temp",17.1,"p2",17.8
2016-09-01,"temp",17.3,"p2",18
2016-09-02,"temp",17.2,"p2",17.9
2016-09-16,"temp",18.7,"p2",19
2016-09-19,"temp",18.2,"p2",18.6
2016-09-20,"temp",18.8,"p2",19
2016-09-22,"temp",18.7,"p2",19
2016-09-23,"temp",18.6,"p2",18.9
2016-09-26,"temp",18.4,"p2",18.7
2016-09-27,"temp",18.3,"p2",18.6
2016-09-28,"temp",18.3,"p2",18.6
2016-09-29,"temp",18.8,"p2",19
2016-09-30,"temp",19.3,"p2",19.5
2016-10-03,"temp",19.3,"p2",19.6
2016-10-05,"temp",18.9,"p2",19.1
2016-10-06,"temp",19,"p2",19.2
2016-10-07,"temp",19.2,"p2",19.4
2016-10-10,"temp",19,"p2",19.2
2016-10-12,"temp",19.1,"p2",19.3
2016-10-14,"temp",18.7,"p2",18.9
2016-10-17,"temp",18.6,"p2",18.8
2016-10-19,"temp",18.6,"p2",18.7
2016-10-24,"temp",16.4,"p2",16.6
2016-10-26,"temp",16.6,"p2",16.7
2016-10-28,"temp",15.9,"p2",16.1
2016-10-31,"temp",15.4,"p2",15.5
2016-11-02,"temp",14.6,"p2",14.8
2016-11-04,"temp",14.7,"p2",14.7
2016-11-07,"temp",14.7,"p2",14.9
2016-11-14,"temp",15.1,"p2",15.2
2016-11-18,"temp",15.3,"p2",15.4
2016-11-21,"temp",15.3,"p2",15.4
2016-11-24,"temp",15.3,"p2",15.4
2016-11-25,"temp",15.1,"p2",15.2
2016-11-26,"temp",15.1,"p2",15.3
2016-11-28,"temp",15,"p2",15.2
2016-12-02,"temp",15.1,"p2",15.2
2016-12-05,"temp",15.1,"p2",15.3
2016-12-08,"temp",15,"p2",15.2
2016-12-13,"temp",14.9,"p2",15
2016-12-16,"temp",14.5,"p2",14.5
2016-12-21,"temp",14.5,"p2",14.5
2016-12-29,"temp",14.5,"p2",14.5
2017-01-02,"temp",15,"p2",15.3
2017-01-05,"temp",14.8,"p2",14.9
2017-01-10,"temp",14,"p2",14.4
2017-01-16,"temp",14.7,"p2",14.9
2017-01-18,"temp",14.5,"p2",14.7
2017-01-20,"temp",14.7,"p2",14.7
2017-01-23,"temp",14.7,"p2",14.7
2017-01-25,"temp",14.7,"p2",14.7
2017-02-01,"temp",14.6,"p2",14.8
2017-02-03,"temp",14.6,"p2",14.8
2017-02-06,"temp",14.5,"p2",14.7
2017-02-08,"temp",14.5,"p2",14.5
2017-02-10,"temp",14.5,"p2",14.5
2017-02-13,"temp",14.2,"p2",14.3
2017-02-15,"temp",14.3,"p2",14.5
2017-02-21,"temp",14.7,"p2",15.2
2017-02-24,"temp",14.9,"p2",15.1
2017-02-27,"temp",14.9,"p2",15.2
2017-03-01,"temp",15,"p2",15.3
2017-03-03,"temp",14.9,"p2",15.1
2017-03-06,"temp",15,"p2",15.3
2017-03-10,"temp",14.9,"p2",15.2
2017-03-13,"temp",14.8,"p2",15.2
2017-03-15,"temp",15.1,"p2",15.4
2017-03-17,"temp",15.1,"p2",15.5
2017-03-20,"temp",14.9,"p2",15.3
2017-03-22,"temp",15.8,"p2",16.1
2017-03-24,"temp",15.3,"p2",15.5
2017-03-27,"temp",15.2,"p2",15.4
2017-03-29,"temp",15.9,"p2",16.2
2017-03-31,"temp",15.6,"p2",16
2017-04-03,"temp",17,"p2",17.5
2017-04-05,"temp",16.8,"p2",17.1
2017-04-07,"temp",16.5,"p2",16.9
2017-04-24,"temp",14.8,"p2",15.1
2017-04-26,"temp",14.6,"p2",14.9
2017-04-28,"temp",14.8,"p2",15.1
2017-05-02,"temp",15.1,"p2",15.4
2017-05-05,"temp",15.5,"p2",15.5
2017-05-08,"temp",15.5,"p2",15.5
2017-05-10,"temp",15.8,"p2",16
2017-05-12,"temp",15.3,"p2",15.8
2017-05-15,"temp",17.3,"p2",17.6
2017-05-17,"temp",18,"p2",18.4
2017-05-29,"temp",18.3,"p2",18.7
2017-05-31,"temp",18.8,"p2",18.8
2017-06-02,"temp",18.3,"p2",18.3
2017-06-05,"temp",18.1,"p2",18.5
2017-06-07,"temp",18.3,"p2",18.7
2017-06-09,"temp",18.3,"p2",18.7
2017-06-12,"temp",18.5,"p2",18.9
2017-06-14,"temp",18.6,"p2",19
2017-06-16,"temp",18.6,"p2",18.9
2017-06-19,"temp",18.9,"p2",19.2
2017-06-21,"temp",19.3,"p2",19.7
2017-06-23,"temp",19.1,"p2",19.5
2017-06-26,"temp",19.2,"p2",19.5
2017-06-28,"temp",19,"p2",19.4
2017-06-30,"temp",19.4,"p2",19.7
2017-07-03,"temp",19.3,"p2",19.6
2017-07-05,"temp",19.1,"p2",19.4
2017-07-07,"temp",18.9,"p2",19.1
2017-07-10,"temp",19,"p2",19.3
2017-07-12,"temp",19.5,"p2",19.8
2017-07-14,"temp",19.3,"p2",19.6
2017-07-18,"temp",19.4,"p2",19.8
2017-07-21,"temp",20.2,"p2",20.5
2017-07-24,"temp",20.1,"p2",20.5
2017-07-26,"temp",20.7,"p2",21
2017-07-28,"temp",20.2,"p2",20.5
2017-07-30,"temp",20,"p2",20
2017-08-02,"temp",21,"p2",21.2
2017-08-07,"temp",20.9,"p2",21.1
2017-08-09,"temp",21.3,"p2",21.6
2017-08-14,"temp",20.7,"p2",20.9
2017-08-16,"temp",20.6,"p2",20.8
2017-08-18,"temp",21.8,"p2",22
2017-08-21,"temp",20,"p2",20
2017-08-23,"temp",20,"p2",20
2017-08-25,"temp",19.6,"p2",19.6
2017-08-28,"temp",21,"p2",21.3
2017-08-30,"temp",20,"p2",20
2017-09-01,"temp",20.5,"p2",20.5
2017-09-04,"temp",21.4,"p2",21.6
2017-09-06,"temp",21.5,"p2",21.8
2016-04-13,"ph",8.1,"p2",8.18
2016-04-14,"ph",7.94,"p2",7.93
2016-04-15,"ph",7.91,"p2",7.82
2016-04-18,"ph",7.8,"p2",7.82
2016-04-19,"ph",7.85,"p2",7.9
2016-04-20,"ph",7.98,"p2",8.08
2016-04-21,"ph",7.74,"p2",7.76
2016-04-22,"ph",7.68,"p2",7.65
2016-04-25,"ph",7.7,"p2",7.73
2016-04-26,"ph",7.75,"p2",7.72
2016-04-27,"ph",7.65,"p2",7.55
2016-04-28,"ph",7.58,"p2",7.41
2016-04-29,"ph",7.56,"p2",7.3
2016-05-02,"ph",7.58,"p2",7.44
2016-05-04,"ph",7.82,"p2",7.68
2016-05-05,"ph",7.92,"p2",7.76
2016-05-06,"ph",7.47,"p2",7.58
2016-05-09,"ph",7.51,"p2",7.57
2016-05-10,"ph",7.66,"p2",7.5
2016-05-11,"ph",7.57,"p2",7.46
2016-05-12,"ph",7.33,"p2",7.4
2016-05-13,"ph",7.35,"p2",7.41
2016-05-16,"ph",7.75,"p2",7.68
2016-05-17,"ph",7.62,"p2",7.62
2016-05-18,"ph",7.58,"p2",7.56
2016-05-19,"ph",7.58,"p2",7.52
2016-05-23,"ph",7.58,"p2",7.48
2016-05-24,"ph",7.4,"p2",7.42
2016-05-25,"ph",7.33,"p2",7.34
2016-05-27,"ph",7.4,"p2",7.19
2016-05-30,"ph",7.37,"p2",7.24
2016-05-31,"ph",7.29,"p2",7.28
2016-06-01,"ph",7.24,"p2",7.04
2016-06-02,"ph",7.4,"p2",7.32
2016-06-03,"ph",7.4,"p2",7.35
2016-06-07,"ph",7.41,"p2",7.42
2016-06-08,"ph",7.52,"p2",7.47
2016-06-09,"ph",7.41,"p2",7.38
2016-06-10,"ph",7.48,"p2",7.29
2016-06-13,"ph",7.48,"p2",7.43
2016-06-14,"ph",7.26,"p2",7.26
2016-06-15,"ph",7.45,"p2",7.41
2016-06-16,"ph",7.23,"p2",7.2
2016-06-17,"ph",7.2,"p2",7.24
2016-06-20,"ph",6.55,"p2",6.5
2016-06-21,"ph",7.18,"p2",6.65
2016-07-01,"ph",7.02,"p2",6.35
2016-07-11,"ph",7.3,"p2",7.31
2016-07-20,"ph",6.31,"p2",6.03
2016-08-09,"ph",5.7,"p2",5.38
2016-08-30,"ph",5.2,"p2",4.73
2016-08-31,"ph",6.15,"p2",5.57
2016-09-01,"ph",6,"p2",5.42
2016-09-02,"ph",6.42,"p2",6.19
2016-09-16,"ph",5.77,"p2",5.3
2016-09-19,"ph",5.54,"p2",4.93
2016-09-20,"ph",5.88,"p2",5.68
2016-09-22,"ph",5.66,"p2",5.32
2016-09-23,"ph",5.52,"p2",5.04
2016-09-26,"ph",5.81,"p2",5.57
2016-09-27,"ph",5.5,"p2",5.07
2016-09-28,"ph",6.15,"p2",6.04
2016-09-29,"ph",6.42,"p2",6.33
2016-09-30,"ph",6.45,"p2",6.38
2016-10-03,"ph",6.65,"p2",6.56
2016-10-05,"ph",6.78,"p2",6.76
2016-10-06,"ph",6.7,"p2",6.61
2016-10-07,"ph",6.45,"p2",6.47
2016-10-10,"ph",5.78,"p2",5.65
2016-10-12,"ph",6.2,"p2",6.17
2016-10-14,"ph",6.68,"p2",6.67
2016-10-17,"ph",6.62,"p2",6.62
2016-10-19,"ph",6.58,"p2",6.53
2016-10-24,"ph",6.57,"p2",6.6
2016-10-26,"ph",6.33,"p2",6.35
2016-10-28,"ph",6.64,"p2",6.59
2016-10-31,"ph",6.73,"p2",6.7
2016-11-02,"ph",6.8,"p2",6.72
2016-11-04,"ph",6.47,"p2",6.45
2016-11-07,"ph",6.32,"p2",6.28
2016-11-14,"ph",6.4,"p2",6.37
2016-11-18,"ph",6.25,"p2",6.27
2016-11-21,"ph",6.2,"p2",6.2
2016-11-26,"ph",6.38,"p2",6.32
2016-11-28,"ph",6.17,"p2",6.22
2016-12-02,"ph",6.67,"p2",6.48
2016-12-05,"ph",6.65,"p2",6.66
2016-12-08,"ph",6.61,"p2",6.41
2016-12-13,"ph",6.69,"p2",6.71
2016-12-16,"ph",6.12,"p2",6.11
2016-12-21,"ph",6.31,"p2",6.31
2016-12-29,"ph",6.77,"p2",6.82
2017-01-02,"ph",6.61,"p2",6.64
2017-01-05,"ph",5.55,"p2",5.37
2017-01-10,"ph",6.75,"p2",6.73
2017-01-16,"ph",6.6,"p2",6.53
2017-01-18,"ph",6.39,"p2",6.37
2017-01-20,"ph",6.32,"p2",6.32
2017-01-23,"ph",6.6,"p2",6.63
2017-01-25,"ph",6.8,"p2",6.8
2017-02-01,"ph",6.54,"p2",6.53
2017-02-03,"ph",6.73,"p2",6.4
2017-02-06,"ph",6.49,"p2",6.47
2017-02-08,"ph",6.35,"p2",6.37
2017-02-10,"ph",6.57,"p2",6.55
2017-02-13,"ph",6.52,"p2",6.52
2017-02-15,"ph",6.49,"p2",6.51
2017-02-21,"ph",6.74,"p2",6.63
2017-02-24,"ph",6.7,"p2",6.63
2017-02-27,"ph",6.68,"p2",6.57
2017-03-01,"ph",6.58,"p2",6.46
2017-03-03,"ph",6.42,"p2",6.36
2017-03-06,"ph",6.46,"p2",6.38
2017-03-10,"ph",6.55,"p2",6.42
2017-03-13,"ph",6.69,"p2",6.58
2017-03-15,"ph",6.57,"p2",6.43
2017-03-17,"ph",6.59,"p2",6.48
2017-03-20,"ph",6.65,"p2",6.59
2017-03-22,"ph",6.62,"p2",6.55
2017-03-24,"ph",6.51,"p2",6.46
2017-03-27,"ph",6.64,"p2",6.55
2017-03-29,"ph",6.53,"p2",6.42
2017-03-31,"ph",6.64,"p2",6.53
2017-04-03,"ph",6.52,"p2",6.42
2017-04-05,"ph",6.4,"p2",6.31
2017-04-07,"ph",6.43,"p2",6.32
2017-05-05,"ph",6.64,"p2",6.51
2017-05-08,"ph",6.65,"p2",6.54
2017-05-10,"ph",6.67,"p2",6.64
2017-05-12,"ph",6.68,"p2",6.64
2017-05-15,"ph",6.62,"p2",6.59
2017-05-17,"ph",6.65,"p2",6.64
2017-05-29,"ph",6.98,"p2",6.99
2017-05-31,"ph",6.91,"p2",6.88
2017-06-02,"ph",6.88,"p2",6.76
2017-06-05,"ph",6.95,"p2",7.03
2017-06-07,"ph",6.64,"p2",6.58
2017-06-09,"ph",6.63,"p2",6.54
2017-06-12,"ph",6.57,"p2",6.4
2017-06-14,"ph",6.52,"p2",6.62
2017-06-16,"ph",6.57,"p2",6.46
2017-06-19,"ph",6.44,"p2",6.27
2017-06-21,"ph",6.54,"p2",6.52
2017-06-23,"ph",6.73,"p2",6.53
2017-06-26,"ph",6.46,"p2",6.48
2017-06-28,"ph",6.46,"p2",6.39
2017-06-30,"ph",6.59,"p2",6.53
2017-07-03,"ph",6.54,"p2",6.46
2017-07-05,"ph",6.48,"p2",6.44
2017-07-07,"ph",6.54,"p2",6.48
2017-07-10,"ph",6.57,"p2",6.48
2017-07-12,"ph",6.51,"p2",6.44
2017-07-14,"ph",6.53,"p2",6.53
2017-07-18,"ph",6.5,"p2",6.43
2017-07-21,"ph",6.35,"p2",6.27
2017-07-24,"ph",6.36,"p2",6.27
2017-07-26,"ph",6.43,"p2",6.38
2017-07-28,"ph",6.63,"p2",6.58
2017-07-30,"ph",7.06,"p2",7.04
2017-08-02,"ph",7.04,"p2",7.1
2017-08-07,"ph",7.16,"p2",7.03
2017-08-09,"ph",6.91,"p2",6.91
2017-08-14,"ph",7.19,"p2",7.15
2017-08-16,"ph",7.34,"p2",7.18
2017-08-18,"ph",6.9,"p2",6.83
2017-08-21,"ph",7.15,"p2",7.13
2017-08-23,"ph",6.95,"p2",6.94
2017-08-25,"ph",6.9,"p2",6.89
2017-08-28,"ph",6.75,"p2",6.73
2017-08-30,"ph",6.81,"p2",6.8
2017-09-01,"ph",6.8,"p2",6.79
2017-09-04,"ph",6.88,"p2",6.85
2017-09-06,"ph",6.84,"p2",6.85
2016-04-13,"o2",9.1,"p2",8.7
2016-04-14,"o2",9.1,"p2",8.3
2016-04-15,"o2",9.3,"p2",8
2016-04-18,"o2",9.5,"p2",8.4
2016-04-19,"o2",9.6,"p2",8.7
2016-04-20,"o2",10.7,"p2",9.1
2016-04-21,"o2",8.2,"p2",7.4
2016-04-22,"o2",8.2,"p2",6.5
2016-04-25,"o2",8.1,"p2",8
2016-04-26,"o2",8.6,"p2",9
2016-04-27,"o2",8.4,"p2",8.2
2016-04-28,"o2",8.8,"p2",7.8
2016-04-29,"o2",8.4,"p2",7
2016-05-02,"o2",10,"p2",7.2
2016-05-04,"o2",10.9,"p2",7.3
2016-05-05,"o2",11.7,"p2",7.4
2016-05-06,"o2",8.3,"p2",6.5
2016-05-09,"o2",8.3,"p2",7.3
2016-05-10,"o2",8.1,"p2",7.5
2016-05-11,"o2",8.9,"p2",7.2
2016-05-12,"o2",9,"p2",7.3
2016-05-13,"o2",9.7,"p2",7.7
2016-05-16,"o2",10.4,"p2",8
2016-05-17,"o2",10.3,"p2",8.5
2016-05-18,"o2",10.1,"p2",8.5
2016-05-19,"o2",9.8,"p2",8.7
2016-05-23,"o2",9.8,"p2",8.2
2016-05-24,"o2",9.5,"p2",8.3
2016-05-25,"o2",9.2,"p2",7.8
2016-05-27,"o2",8.5,"p2",7
2016-05-30,"o2",9.7,"p2",7.6
2016-05-31,"o2",9.3,"p2",8
2016-06-01,"o2",9.3,"p2",7.2
2016-06-02,"o2",10.4,"p2",7.2
2016-06-03,"o2",9.6,"p2",6.3
2016-06-07,"o2",9.6,"p2",8
2016-06-08,"o2",10.3,"p2",7.4
2016-06-09,"o2",10,"p2",6.3
2016-06-10,"o2",10,"p2",6.6
2016-06-13,"o2",10,"p2",6.5
2016-06-14,"o2",10.1,"p2",7.4
2016-06-15,"o2",9.9,"p2",7.3
2016-06-16,"o2",9.3,"p2",5.1
2016-06-17,"o2",8.9,"p2",5.8
2016-06-20,"o2",8.7,"p2",6.1
2016-06-21,"o2",9.8,"p2",6
2016-07-01,"o2",10.3,"p2",7.8
2016-07-11,"o2",8.6,"p2",7.8
2016-07-20,"o2",9.1,"p2",8.2
2016-08-09,"o2",9.1,"p2",7.2
2016-08-30,"o2",8.4,"p2",6.8
2016-08-31,"o2",9,"p2",6.2
2016-09-01,"o2",8.5,"p2",6.3
2016-09-02,"o2",8.1,"p2",6.1
2016-09-16,"o2",7.9,"p2",5.9
2016-09-19,"o2",8.7,"p2",5.6
2016-09-20,"o2",8.3,"p2",6
2016-09-22,"o2",8.3,"p2",6.2
2016-09-23,"o2",7.9,"p2",6.1
2016-09-26,"o2",8.4,"p2",6.2
2016-09-27,"o2",8.4,"p2",6.6
2016-09-28,"o2",8.1,"p2",6.2
2016-09-29,"o2",7.5,"p2",5.9
2016-09-30,"o2",7.7,"p2",6.3
2016-10-03,"o2",8.4,"p2",6
2016-10-05,"o2",8,"p2",5.8
2016-10-06,"o2",8,"p2",6
2016-10-07,"o2",7.9,"p2",6.3
2016-10-10,"o2",9.4,"p2",6.5
2016-10-12,"o2",7.8,"p2",6.3
2016-10-14,"o2",6.4,"p2",5
2016-10-17,"o2",10.1,"p2",6.9
2016-10-19,"o2",9.9,"p2",6.6
2016-10-24,"o2",10.2,"p2",6.9
2016-10-26,"o2",9.8,"p2",7
2016-10-28,"o2",9.1,"p2",6.3
2016-10-31,"o2",9.7,"p2",7.4
2016-11-02,"o2",9.8,"p2",6.4
2016-11-04,"o2",9.6,"p2",5.5
2016-11-07,"o2",9.6,"p2",6.8
2016-11-14,"o2",9.6,"p2",6.8
2016-11-18,"o2",10.5,"p2",9.2
2016-11-21,"o2",10.4,"p2",9
2016-11-26,"o2",11.2,"p2",8.4
2016-11-28,"o2",10.9,"p2",9.1
2016-12-02,"o2",10.2,"p2",9.2
2016-12-05,"o2",10.7,"p2",8.8
2016-12-08,"o2",11,"p2",10.2
2016-12-13,"o2",11,"p2",9.3
2016-12-16,"o2",10.9,"p2",9.4
2016-12-21,"o2",10.5,"p2",9
2016-12-29,"o2",11,"p2",9.4
2017-01-02,"o2",12.8,"p2",9.8
2017-01-05,"o2",9.6,"p2",8.8
2017-01-10,"o2",12.8,"p2",9.7
2017-01-16,"o2",12.6,"p2",9.3
2017-01-18,"o2",10.6,"p2",9.1
2017-01-20,"o2",10.6,"p2",8.8
2017-01-23,"o2",11,"p2",8.7
2017-01-25,"o2",10.7,"p2",8.8
2017-02-01,"o2",10.4,"p2",8.1
2017-02-03,"o2",9.6,"p2",7.8
2017-02-06,"o2",11.1,"p2",9.3
2017-02-08,"o2",10.5,"p2",8.6
2017-02-10,"o2",11.2,"p2",8
2017-02-13,"o2",11,"p2",8.3
2017-02-15,"o2",10.9,"p2",8.5
2017-02-21,"o2",11.2,"p2",6.4
2017-02-24,"o2",9.7,"p2",7.3
2017-02-27,"o2",10,"p2",7.4
2017-03-01,"o2",9.4,"p2",6.7
2017-03-03,"o2",10.5,"p2",6.3
2017-03-06,"o2",11.7,"p2",7.9
2017-03-10,"o2",11.8,"p2",6.7
2017-03-13,"o2",13.4,"p2",8.4
2017-03-15,"o2",10,"p2",5.8
2017-03-17,"o2",9.4,"p2",4.7
2017-03-20,"o2",13.2,"p2",7.5
2017-03-22,"o2",10.9,"p2",5.8
2017-03-24,"o2",9.2,"p2",5.9
2017-03-27,"o2",13.5,"p2",9.7
2017-03-29,"o2",11.6,"p2",6
2017-03-31,"o2",11.6,"p2",7.2
2017-04-03,"o2",11.1,"p2",8.2
2017-04-05,"o2",11.8,"p2",6.5
2017-04-07,"o2",11.7,"p2",6.2
2017-04-24,"o2",11.2,"p2",8.4
2017-04-26,"o2",11.8,"p2",8.5
2017-04-28,"o2",11.3,"p2",7.9
2017-05-02,"o2",10.6,"p2",7.7
2017-05-05,"o2",10.4,"p2",6.3
2017-05-08,"o2",10.7,"p2",7.8
2017-05-10,"o2",10.6,"p2",7.7
2017-05-12,"o2",11.5,"p2",7.5
2017-05-15,"o2",10.8,"p2",7.3
2017-05-17,"o2",9.6,"p2",5.7
2017-05-29,"o2",10.7,"p2",6.6
2017-05-31,"o2",10.1,"p2",6.2
2017-06-02,"o2",10.8,"p2",6.7
2017-06-05,"o2",10.7,"p2",6.5
2017-06-07,"o2",10,"p2",6.1
2017-06-09,"o2",11.1,"p2",6.9
2017-06-12,"o2",10.3,"p2",6.7
2017-06-14,"o2",10.3,"p2",6.1
2017-06-16,"o2",9.3,"p2",5.5
2017-06-19,"o2",10.8,"p2",6.8
2017-06-21,"o2",9.4,"p2",6.4
2017-06-23,"o2",9.4,"p2",5.8
2017-06-26,"o2",9.6,"p2",6.7
2017-06-28,"o2",9.4,"p2",6.8
2017-06-30,"o2",9.3,"p2",6.2
2017-07-03,"o2",10.1,"p2",6.6
2017-07-05,"o2",5.5,"p2",3.7
2017-07-07,"o2",12.3,"p2",8.8
2017-07-10,"o2",11.9,"p2",7.9
2017-07-12,"o2",10.1,"p2",6.9
2017-07-14,"o2",10.4,"p2",6.9
2017-07-18,"o2",12.2,"p2",6.4
2017-07-21,"o2",12.4,"p2",6.7
2017-07-24,"o2",11.4,"p2",7.6
2017-07-26,"o2",10.6,"p2",7.1
2017-07-28,"o2",12.7,"p2",8.1
2017-07-30,"o2",12.3,"p2",9
